"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8114","TC_TS_14 TC_TS_15 TC_TS_16 TC_TS_17 Verify that I can find contact responses using search -- @1.6 ","","Mon Jun 22 09:13:59 UTC 2026","passed","Mon Jun 22 09:14:08 UTC 2026","","","",""
"","1490","Validate the login of users in utils -- @1.2 ","","Mon Jun 22 09:55:25 UTC 2026","passed","Mon Jun 22 09:55:27 UTC 2026","","","",""
"","15547","TC_TS_20 Verify that I can find the right contact responses after choosing date, client, and status -- @1.2 ","","Mon Jun 22 09:14:31 UTC 2026","passed","Mon Jun 22 09:14:46 UTC 2026","","","",""
"","7894","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.2 ","","Mon Jun 22 09:11:15 UTC 2026","passed","Mon Jun 22 09:11:23 UTC 2026","","","",""
"","8890","TC_OM_016 - TC_OM_018, TC_OM_022, TC_OM_023 - Verify Opportunity Search Functionality, Persistence, and Reset Behavior -- @1.2 ","","Mon Jun 22 09:53:13 UTC 2026","failed","Mon Jun 22 09:53:22 UTC 2026","","","",""
"","31036","FS-01 FS-02 FS-03 FS-04 Verify filtering users by status and reset -- @1.9 ","","Mon Jun 22 10:00:53 UTC 2026","passed","Mon Jun 22 10:01:24 UTC 2026","","","",""
"","21172","TC_OM_015 TC_OM_059 - Verify Opportunity Summary Metrics Update After an Opportunity Is Marked as Won -- @1.1 ","","Mon Jun 22 09:49:24 UTC 2026","failed","Mon Jun 22 09:49:45 UTC 2026","","","",""
"","18537","TC_TS_03 Verify that I can download the correct contact responses based on my selected details -- @1.7 ","","Mon Jun 22 09:17:52 UTC 2026","passed","Mon Jun 22 09:18:11 UTC 2026","","","",""
"","6846","TC_TS_03 Verify that I can download the correct contact responses based on my selected details -- @1.2 ","","Mon Jun 22 09:16:48 UTC 2026","passed","Mon Jun 22 09:16:55 UTC 2026","","","",""
"","8704","TC_VL_052 - Verify max file size validation for prospect note and attachments -- @1.2 ","","Mon Jun 22 09:48:23 UTC 2026","passed","Mon Jun 22 09:48:32 UTC 2026","","","",""
"","10262","EU-08 Verify cancel discards changes -- @1.1 ","","Mon Jun 22 10:08:29 UTC 2026","passed","Mon Jun 22 10:08:40 UTC 2026","","","",""
"","13898","TC_TS_03 Verify that I can download the correct contact responses based on my selected details -- @1.10 ","","Mon Jun 22 09:18:44 UTC 2026","passed","Mon Jun 22 09:18:58 UTC 2026","","","",""
"","6434","AU-02 Verify mandatory field validations in Add User form -- @1.5 ","","Mon Jun 22 10:04:58 UTC 2026","passed","Mon Jun 22 10:05:05 UTC 2026","","","",""
"","7657","Verify lead export functionality with different filters -- @1.3 ","","Mon Jun 22 09:30:40 UTC 2026","passed","Mon Jun 22 09:30:48 UTC 2026","","","",""
"","11217","US-01 US-02 Verify user status toggle -- @1.1 ","","Mon Jun 22 10:08:40 UTC 2026","passed","Mon Jun 22 10:08:51 UTC 2026","","","",""
"","11915","TC_TS_20 Verify that I can find the right contact responses after choosing date, client, and status -- @1.4 ","","Mon Jun 22 09:15:03 UTC 2026","passed","Mon Jun 22 09:15:15 UTC 2026","","","",""
"","12447","SO-03 Verify sorting persists after applying filters -- @1.3 ","","Mon Jun 22 10:04:21 UTC 2026","passed","Mon Jun 22 10:04:33 UTC 2026","","","",""
"","10986","TC_NL_023 TC_NL_030 TC_NL_045 - Verify backward navigation retains data and follows stage sequence -- @1.2 ","","Mon Jun 22 09:44:36 UTC 2026","failed","Mon Jun 22 09:44:47 UTC 2026","","","",""
"","21472","TC_OM_013 TC_OM_014 - Verify opportunity summary after adding a new opportunity","","Mon Jun 22 09:52:36 UTC 2026","passed","Mon Jun 22 09:52:57 UTC 2026","","","",""
"","7301","Verify lead export functionality with different filters -- @1.5 ","","Mon Jun 22 09:30:56 UTC 2026","failed","Mon Jun 22 09:31:03 UTC 2026","","","",""
"","9388","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.13 ","","Mon Jun 22 09:12:48 UTC 2026","passed","Mon Jun 22 09:12:58 UTC 2026","","","",""
"","15789","TC_LO_011,TC_LO_018,TC_LO_035 - Verify KPI metrics update based on applied and cleared filters -- @1.9 ","","Mon Jun 22 09:26:25 UTC 2026","passed","Mon Jun 22 09:26:41 UTC 2026","","","",""
"","18327","TC_LO_031 TC_OM_007 to TC_OM_010 TC_OM_024 - TC_OM_029 - Verify Opportunity data can be filtered using different filter criteria -- @1.15 ","","Mon Jun 22 09:38:17 UTC 2026","passed","Mon Jun 22 09:38:35 UTC 2026","","","",""
"","17597","TC_LO_009, TC_LO_043-TC_LO_046 TC_LO_055 TC_NL_038 TC_NL_013-TC_NL_014-TC_NL_021 TC_NL_049 TC_NL_001 TC_NL_006 TC_NL_013-TC_NL_014-TC_NL_021 - Verify default lead details and system-generated values for a newly created lead -- @1.2 ","","Mon Jun 22 09:33:21 UTC 2026","passed","Mon Jun 22 09:33:38 UTC 2026","","","",""
"","8952","EU-02 Verify Edit User modal opens with data -- @1.3 ","","Mon Jun 22 10:06:19 UTC 2026","passed","Mon Jun 22 10:06:28 UTC 2026","","","",""
"","7747","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.14 ","","Mon Jun 22 09:12:58 UTC 2026","passed","Mon Jun 22 09:13:06 UTC 2026","","","",""
"","13078","TC_LO_011,TC_LO_018,TC_LO_035 - Verify KPI metrics update based on applied and cleared filters -- @1.19 ","","Mon Jun 22 09:28:47 UTC 2026","passed","Mon Jun 22 09:29:00 UTC 2026","","","",""
"","29757","FS-01 FS-02 FS-03 FS-04 Verify filtering users by status and reset -- @1.6 ","","Mon Jun 22 09:59:24 UTC 2026","passed","Mon Jun 22 09:59:54 UTC 2026","","","",""
"","11535","TC_AO_038 Verify adding a new technical requirement","","Mon Jun 22 09:54:32 UTC 2026","passed","Mon Jun 22 09:54:43 UTC 2026","","","",""
"","13122","TC_LO_011,TC_LO_018,TC_LO_035 - Verify KPI metrics update based on applied and cleared filters -- @1.18 ","","Mon Jun 22 09:28:34 UTC 2026","passed","Mon Jun 22 09:28:47 UTC 2026","","","",""
"","16587","TC_TS_20 Verify that I can find the right contact responses after choosing date, client, and status -- @1.3 ","","Mon Jun 22 09:14:46 UTC 2026","passed","Mon Jun 22 09:15:03 UTC 2026","","","",""
"","16105","TC_LO_011,TC_LO_018,TC_LO_035 - Verify KPI metrics update based on applied and cleared filters -- @1.8 ","","Mon Jun 22 09:26:09 UTC 2026","passed","Mon Jun 22 09:26:25 UTC 2026","","","",""
"","31321","FS-01 FS-02 FS-03 FS-04 Verify filtering users by status and reset -- @1.10 ","","Mon Jun 22 10:01:24 UTC 2026","passed","Mon Jun 22 10:01:55 UTC 2026","","","",""
"","7860","Verify lead export functionality with different filters -- @1.17 ","","Mon Jun 22 09:32:26 UTC 2026","passed","Mon Jun 22 09:32:34 UTC 2026","","","",""
"","30324","FS-01 FS-02 FS-03 FS-04 Verify filtering users by status and reset -- @1.12 ","","Mon Jun 22 10:02:26 UTC 2026","passed","Mon Jun 22 10:02:57 UTC 2026","","","",""
"","8014","Verify lead export functionality with different filters -- @1.15 ","","Mon Jun 22 09:32:10 UTC 2026","passed","Mon Jun 22 09:32:18 UTC 2026","","","",""
"","14131","TC_VL_066 TC_OM_041 - Verify default and user-initiated sorting functionality in the opportunities table -- @1.2 ","","Mon Jun 22 09:49:10 UTC 2026","failed","Mon Jun 22 09:49:24 UTC 2026","","","",""
"","16078","TC_NL_027 - Verify attachment upload validation for valid and invalid files -- @1.2 ","","Mon Jun 22 09:45:30 UTC 2026","passed","Mon Jun 22 09:45:46 UTC 2026","","","",""
"","8486","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.7 ","","Mon Jun 22 09:11:55 UTC 2026","passed","Mon Jun 22 09:12:03 UTC 2026","","","",""
"","10094","TC_LO_031 TC_OM_007 to TC_OM_010 TC_OM_024 - TC_OM_029 - Verify Opportunity data can be filtered using different filter criteria -- @1.13 ","","Mon Jun 22 09:37:56 UTC 2026","passed","Mon Jun 22 09:38:07 UTC 2026","","","",""
"","14925","TC_LO_031 TC_OM_007 to TC_OM_010 TC_OM_024 - TC_OM_029 - Verify Opportunity data can be filtered using different filter criteria -- @1.9 ","","Mon Jun 22 09:37:12 UTC 2026","failed","Mon Jun 22 09:37:27 UTC 2026","","","",""
"","8283","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.10 ","","Mon Jun 22 09:12:22 UTC 2026","passed","Mon Jun 22 09:12:30 UTC 2026","","","",""
"","15105","TC_TS_20 Verify that I can find the right contact responses after choosing date, client, and status -- @1.1 ","","Mon Jun 22 09:14:16 UTC 2026","passed","Mon Jun 22 09:14:31 UTC 2026","","","",""
"","7960","TC_VL_053 - Verify lead journey -- @1.5 ","","Mon Jun 22 09:39:40 UTC 2026","passed","Mon Jun 22 09:39:48 UTC 2026","","","",""
"","7081","Verify lead export functionality with different filters -- @1.13 ","","Mon Jun 22 09:31:55 UTC 2026","passed","Mon Jun 22 09:32:02 UTC 2026","","","",""
"","17924","TC_LO_006 TC_LO_007 - Verify Total Opportunity count is correct","","Mon Jun 22 09:35:20 UTC 2026","failed","Mon Jun 22 09:35:38 UTC 2026","","","",""
"","7555","Verify lead export functionality with different filters -- @1.12 ","","Mon Jun 22 09:31:48 UTC 2026","passed","Mon Jun 22 09:31:55 UTC 2026","","","",""
"","12090","TC_LO_011,TC_LO_018,TC_LO_035 - Verify KPI metrics update based on applied and cleared filters -- @1.5 ","","Mon Jun 22 09:25:27 UTC 2026","passed","Mon Jun 22 09:25:39 UTC 2026","","","",""
"","8088","Verify lead export functionality with different filters -- @1.20 ","","Mon Jun 22 09:32:49 UTC 2026","passed","Mon Jun 22 09:32:57 UTC 2026","","","",""
"","8349","TC_TS_14 TC_TS_15 TC_TS_16 TC_TS_17 Verify that I can find contact responses using search -- @1.4 ","","Mon Jun 22 09:13:43 UTC 2026","passed","Mon Jun 22 09:13:51 UTC 2026","","","",""
"","13763","TC_NL_024_TC_NL_025 - Verify user can manage contact details including notes and multiple contacts","","Mon Jun 22 09:45:00 UTC 2026","passed","Mon Jun 22 09:45:14 UTC 2026","","","",""
"","23784","TC_NL_037 - Verify adding an opportunity updates lead status to Qualified for a Prospect lead -- @1.1 ","","Mon Jun 22 09:51:48 UTC 2026","passed","Mon Jun 22 09:52:12 UTC 2026","","","",""
"","29577","FS-01 FS-02 FS-03 FS-04 Verify filtering users by status and reset -- @1.2 ","","Mon Jun 22 09:57:21 UTC 2026","passed","Mon Jun 22 09:57:51 UTC 2026","","","",""
"","26095","Verify that the contact response summary is updated after changing the status -- @1.3 ","","Mon Jun 22 09:20:57 UTC 2026","passed","Mon Jun 22 09:21:23 UTC 2026","","","",""
"","30053","SO-01 SO-02 Verify sorting users by column -- @1.1 ","","Mon Jun 22 10:03:26 UTC 2026","passed","Mon Jun 22 10:03:56 UTC 2026","","","",""
"","18066","TC_LO_011,TC_LO_018,TC_LO_035 - Verify KPI metrics update based on applied and cleared filters -- @1.2 ","","Mon Jun 22 09:24:41 UTC 2026","passed","Mon Jun 22 09:24:59 UTC 2026","","","",""
"","13161","TC_LO_011,TC_LO_018,TC_LO_035 - Verify KPI metrics update based on applied and cleared filters -- @1.15 ","","Mon Jun 22 09:27:52 UTC 2026","passed","Mon Jun 22 09:28:05 UTC 2026","","","",""
"","8603","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.4 ","","Mon Jun 22 09:11:31 UTC 2026","passed","Mon Jun 22 09:11:39 UTC 2026","","","",""
"","28705","TC_LO_047 - Verify default and user-initiated sorting functionality in the leads table -- @1.2 ","","Mon Jun 22 09:40:13 UTC 2026","passed","Mon Jun 22 09:40:42 UTC 2026","","","",""
"","6220","TC_LO_001 - Verify Leads Overview page loads successfully for authorized users","","Mon Jun 22 09:23:23 UTC 2026","passed","Mon Jun 22 09:23:29 UTC 2026","","","",""
"","10430","EU-03 EU-04 EU-05 EU-06 Verify updating user details -- @1.6 ","","Mon Jun 22 10:07:36 UTC 2026","passed","Mon Jun 22 10:07:47 UTC 2026","","","",""
"","8427","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.9 ","","Mon Jun 22 09:12:14 UTC 2026","passed","Mon Jun 22 09:12:22 UTC 2026","","","",""
"","10527","TC_NL_017 - Verify cancel action returns user to Lead Management page -- @1.2 ","","Mon Jun 22 09:44:03 UTC 2026","passed","Mon Jun 22 09:44:14 UTC 2026","","","",""
"","18153","TC_TS_03 Verify that I can download the correct contact responses based on my selected details -- @1.8 ","","Mon Jun 22 09:18:11 UTC 2026","passed","Mon Jun 22 09:18:29 UTC 2026","","","",""
"","7320","Verify lead export functionality with different filters -- @1.6 ","","Mon Jun 22 09:31:03 UTC 2026","passed","Mon Jun 22 09:31:10 UTC 2026","","","",""
"","10710","Verify archiving and restoring a response updates its visibility correctly -- @1.1 ","","Mon Jun 22 09:21:34 UTC 2026","failed","Mon Jun 22 09:21:45 UTC 2026","","","",""
"","8009","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.3 ","","Mon Jun 22 09:11:23 UTC 2026","passed","Mon Jun 22 09:11:31 UTC 2026","","","",""
"","23207","TC_LO_011,TC_LO_018,TC_LO_035 - Verify KPI metrics update based on applied and cleared filters -- @1.20 ","","Mon Jun 22 09:29:00 UTC 2026","passed","Mon Jun 22 09:29:24 UTC 2026","","","",""
"","9225","TC_LO_031 TC_OM_007 to TC_OM_010 TC_OM_024 - TC_OM_029 - Verify Opportunity data can be filtered using different filter criteria -- @1.10 ","","Mon Jun 22 09:37:27 UTC 2026","passed","Mon Jun 22 09:37:36 UTC 2026","","","",""
"","12346","EU-03 EU-04 EU-05 EU-06 Verify updating user details -- @1.3 ","","Mon Jun 22 10:06:56 UTC 2026","passed","Mon Jun 22 10:07:08 UTC 2026","","","",""
"","15750","TC_OM_016 - TC_OM_018, TC_OM_022, TC_OM_023 - Verify Opportunity Search Functionality, Persistence, and Reset Behavior -- @1.1 ","","Mon Jun 22 09:52:57 UTC 2026","passed","Mon Jun 22 09:53:13 UTC 2026","","","",""
"","7664","TC_LO_012 - Verify search works using Lead Name only -- @1.1 ","","Mon Jun 22 09:29:42 UTC 2026","passed","Mon Jun 22 09:29:49 UTC 2026","","","",""
"","44164","Verify that the ""Add Opportunity"" option is not available for leads that have not reached the Prospect stage -- @1.1 ","","Mon Jun 22 09:46:31 UTC 2026","broken","Mon Jun 22 09:47:15 UTC 2026","","","",""
"","21915","TC_OM_015 TC_OM_059 - Verify Opportunity Summary Metrics Update After an Opportunity Is Marked as Won -- @1.4 ","","Mon Jun 22 09:50:30 UTC 2026","failed","Mon Jun 22 09:50:52 UTC 2026","","","",""
"","12563","EU-03 EU-04 EU-05 EU-06 Verify updating user details -- @1.1 ","","Mon Jun 22 10:06:28 UTC 2026","passed","Mon Jun 22 10:06:40 UTC 2026","","","",""
"","6200","AU-02 Verify mandatory field validations in Add User form -- @1.3 ","","Mon Jun 22 10:04:46 UTC 2026","passed","Mon Jun 22 10:04:52 UTC 2026","","","",""
"","36168","FS-01 FS-02 FS-03 FS-04 Verify filtering users by status and reset -- @1.1 ","","Mon Jun 22 09:56:45 UTC 2026","passed","Mon Jun 22 09:57:21 UTC 2026","","","",""
"","48075","Verify bulk contact & status change operation successfully -- @1.1 ","","Mon Jun 22 09:21:45 UTC 2026","broken","Mon Jun 22 09:22:33 UTC 2026","","","",""
"","11132","Verify that I can successfully move a contact response by updating the Source/Contact -- @1.1 ","","Mon Jun 22 09:21:23 UTC 2026","failed","Mon Jun 22 09:21:34 UTC 2026","","","",""
"","12789","EU-03 EU-04 EU-05 EU-06 Verify updating user details -- @1.4 ","","Mon Jun 22 10:07:08 UTC 2026","passed","Mon Jun 22 10:07:21 UTC 2026","","","",""
"","9828","TC_TS_02 TC_TS_03 TC_TS_04 Verify that I can view messages based on my selected filter option -- @1.12 ","","Mon Jun 22 09:12:39 UTC 2026","passed","Mon Jun 22 09:12:48 UTC 2026","","","",""
"","7640","Verify lead export functionality with different filters -- @1.16 ","","Mon Jun 22 09:32:18 UTC 2026","passed","Mon Jun 22 09:32:26 UTC 2026","","","",""
"","9496","TC_LO_031 TC_OM_007 to TC_OM_010 TC_OM_024 - TC_OM_029 - Verify Opportunity data can be filtered using different filter criteria -- @1.7 ","","Mon Jun 22 09:36:48 UTC 2026","passed","Mon Jun 22 09:36:58 UTC 2026","","","",""
"","6492","Validate the login of users in utils -- @1.5 ","","Mon Jun 22 09:55:35 UTC 2026","broken","Mon Jun 22 09:55:41 UTC 2026","","","",""
"","23718","AU-09 Verify user creation -- @1.2 ","","Mon Jun 22 10:05:37 UTC 2026","broken","Mon Jun 22 10:06:01 UTC 2026","","","",""
"","11247","TC_LO_031 TC_OM_007 to TC_OM_010 TC_OM_024 - TC_OM_029 - Verify Opportunity data can be filtered using different filter criteria -- @1.11 ","","Mon Jun 22 09:37:36 UTC 2026","passed","Mon Jun 22 09:37:47 UTC 2026","","","",""
"","20470","TC_LO_006 TC_LO_007 - Verify Total Leads count is correct","","Mon Jun 22 09:23:29 UTC 2026","passed","Mon Jun 22 09:23:50 UTC 2026","","","",""
"","18648","TC_NL_012 - Verify that a user can add notes to a lead and the system updates the details accordingly","","Mon Jun 22 09:40:42 UTC 2026","passed","Mon Jun 22 09:41:01 UTC 2026","","","",""
"","8177","TC_TS_14 TC_TS_15 TC_TS_16 TC_TS_17 Verify that I can find contact responses using search -- @1.7 ","","Mon Jun 22 09:14:08 UTC 2026","passed","Mon Jun 22 09:14:16 UTC 2026","","","",""
"","6526","Validate the login of users in utils -- @1.4 ","","Mon Jun 22 09:55:28 UTC 2026","broken","Mon Jun 22 09:55:35 UTC 2026","","","",""
"","24505","TC_NL_015 TC_NL_022 TC_NL_028 TC_NL_029 - Verify lead status is updated correctly based on upgrade action -- @1.3 ","","Mon Jun 22 09:43:30 UTC 2026","passed","Mon Jun 22 09:43:55 UTC 2026","","","",""
"","12769","TC_LO_031 TC_OM_007 to TC_OM_010 TC_OM_024 - TC_OM_029 - Verify Opportunity data can be filtered using different filter criteria -- @1.3 ","","Mon Jun 22 09:36:05 UTC 2026","passed","Mon Jun 22 09:36:18 UTC 2026","","","",""
"","6339","AU-02 Verify mandatory field validations in Add User form -- @1.7 ","","Mon Jun 22 10:05:11 UTC 2026","passed","Mon Jun 22 10:05:17 UTC 2026","","","",""
"","17593","TC_LO_009, TC_LO_043-TC_LO_046 TC_LO_055 TC_NL_038 TC_NL_013-TC_NL_014-TC_NL_021 TC_NL_049 TC_NL_001 TC_NL_006 TC_NL_013-TC_NL_014-TC_NL_021 - Verify default lead details and system-generated values for a newly created lead -- @1.3 ","","Mon Jun 22 09:33:38 UTC 2026","passed","Mon Jun 22 09:33:56 UTC 2026","","","",""
"","13808","TC_TS_20 Verify that I can find the right contact responses after choosing date, client, and status -- @1.5 ","","Mon Jun 22 09:15:15 UTC 2026","passed","Mon Jun 22 09:15:29 UTC 2026","","","",""
"","6598","AU-02 Verify mandatory field validations in Add User form -- @1.1 ","","Mon Jun 22 10:04:33 UTC 2026","passed","Mon Jun 22 10:04:40 UTC 2026","","","",""
"","29205","FS-01 FS-02 FS-03 FS-04 Verify filtering users by status and reset -- @1.7 ","","Mon Jun 22 09:59:54 UTC 2026","passed","Mon Jun 22 10:00:23 UTC 2026","","","",""
"","13640","Verify the summary details shown on the Contact Form page -- @1.2 ","","Mon Jun 22 09:19:12 UTC 2026","passed","Mon Jun 22 09:19:26 UTC 2026","","","",""
"","33925","FS-01 FS-02 FS-03 FS-04 Verify filtering users by status and reset -- @1.4 ","","Mon Jun 22 09:58:20 UTC 2026","passed","Mon Jun 22 09:58:54 UTC 2026","","","",""
"","13862","TC_LO_050 - Verify lead and opportunities records are displayed uniquely across paginated results -- @1.2 ","","Mon Jun 22 09:55:10 UTC 2026","passed","Mon Jun 22 09:55:24 UTC 2026","","","",""
